Product Name,External_ID,Product ID
"Caitlin Sofa 79"" with Chrome Legs, Heavy Cloth,Natural",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-99.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Heavy Cloth,Slate",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-93.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Heavy Cloth,Midnight Blue",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-19.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Heavy Cloth,Ivory",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-1.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Heavy Cloth,Charcoal",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-96.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Mod Velvet, Elephant",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-18.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Mod Velvet, Narwhal",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-40.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Mod Velvet, Greige",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-16.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Mod Velvet, Blush",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-175.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Mod Velvet, Sapphire",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-25.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Mod Velvet, Quartz",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-12.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Pebble Weave, Dove",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-21.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Pebble Weave, Linen",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-1.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Pebble Weave, Zinc",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-22.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Pebble Weave, Storm",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-204.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Pebble Weave, Basin",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-312.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Pebble Weave, Cocoa",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-307.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Heavy Cloth, Ore",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-216A.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Heavy Cloth, Coffee",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-69.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Heavy Cloth, Panther",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-4.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Heavy Cloth, Natural",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-99.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Heavy Cloth, Slate",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-93.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Heavy Cloth, Midnight Blue",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-19.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Heavy Cloth, Ivory",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-1.Leg008-1,
"Caitlin Grand Sofa 87"" with Chrome Legs, Heavy Cloth, Charcoal",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-96.Leg008-1,
"Sloan Corner Sectional 101 with Brass Legs, Mod Velvet, Elephant",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-18.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Mod Velvet, Narwhal",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-40.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Mod Velvet, Greige",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-16.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Mod Velvet, Blush",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-175.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Mod Velvet, Sapphire",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-25.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Mod Velvet, Quartz",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-12.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Pebble Weave, Dove",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-21.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Pebble Weave, Linen",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-1.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Pebble Weave, Zinc",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-22.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Pebble Weave, Storm",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-204.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Pebble Weave, Basin",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-312.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Pebble Weave, Cocoa",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-307.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Heavy Cloth, Ore",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-216A.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Heavy Cloth, Coffee",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-69.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Heavy Cloth, Panther",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-4.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Heavy Cloth, Natural",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-99.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Heavy Cloth, Slate",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-93.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Heavy Cloth, Midnight Blue",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-19.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Heavy Cloth, Ivory",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-1.Leg008-3,
"Sloan Corner Sectional 101 with Brass Legs, Heavy Cloth, Charcoal",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-96.Leg008-3,
"Sloan Corner Sectional 101 with Chrome Legs, Mod Velvet, Elephant",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-18.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Mod Velvet, Narwhal",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-40.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Mod Velvet, Greige",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-16.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Mod Velvet, Blush",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-175.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Mod Velvet, Sapphire",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-25.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Mod Velvet, Quartz",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.AK-618-12.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Pebble Weave, Dove",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-21.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Pebble Weave, Linen",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-1.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Pebble Weave, Zinc",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-22.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Pebble Weave, Storm",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-204.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Pebble Weave, Basin",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-312.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Pebble Weave, Cocoa",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3335-307.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Heavy Cloth, Ore",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-216A.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Heavy Cloth, Coffee",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-69.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Heavy Cloth, Panther",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-4.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Heavy Cloth, Natural",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-99.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Heavy Cloth, Slate",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-93.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Heavy Cloth, Midnight Blue",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-19.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Heavy Cloth, Ivory",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-1.Leg008-1,
"Sloan Corner Sectional 101 with Chrome Legs, Heavy Cloth, Charcoal",SLON.FABRIC.SECT.CORNER.CUSHION-2.LENGTH-101.NT-3385-96.Leg008-1,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Elephant",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-18.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Narwhal",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-40.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Greige",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-16.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Blush",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-175.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Sapphire",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-25.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Quartz",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-12.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Dove",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-21.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Linen",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-1.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Zinc",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-22.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Storm",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-204.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Basin",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-312.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Cocoa",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-307.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Ore",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-216A.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Coffee",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-69.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Panther",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-4.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Natural",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-99.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Slate",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-93.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Midnight Blue",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-19.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Ivory",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-1.Leg017-3,
"Jasper Long Right Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Charcoal",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-96.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Elephant",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-18.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Narwhal",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-40.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Greige",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-16.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Blush",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-175.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Sapphire",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-25.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Mod Velvet, Quartz",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.AK-618-12.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Dove",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-21.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Linen",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-1.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Zinc",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-22.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Storm",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-204.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Basin",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-312.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Pebble Weave, Cocoa",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3335-307.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Ore",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-216A.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Coffee",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-69.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Panther",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-4.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Natural",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-99.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Slate",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-93.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Midnight Blue",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-19.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Ivory",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-1.Leg017-3,
"Jasper Long Left Chaise Sectional Sofa 72x96 Matte Black Legs, Heavy Cloth, Charcoal",JASP.FABRIC.SECT.CSRGHT.LONGER.STNDRD.LENGTH-72x36.NT-3385-96.Leg017-3,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Mod Velvet, Elephant",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-18.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Mod Velvet, Narwhal",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-40.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Mod Velvet, Greige",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-16.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Mod Velvet, Blush",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-175.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Mod Velvet, Sapphire",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-25.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Mod Velvet, Quartz",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-12.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Pebble Weave, Dove",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-21.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Pebble Weave, Linen",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-1.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Pebble Weave, Zinc",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-22.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Pebble Weave, Storm",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-204.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Pebble Weave, Basin",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-312.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Pebble Weave, Cocoa",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-307.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Heavy Cloth, Ore",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-216A.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Heavy Cloth, Coffee",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-69.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Heavy Cloth, Panther",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-4.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Heavy Cloth, Natural",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-99.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Heavy Cloth, Slate",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-93.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Heavy Cloth, Midnight Blue",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-19.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Heavy Cloth, Ivory",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-1.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Chrome Legs, Heavy Cloth, Charcoal",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-96.Leg008-1,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Mod Velvet, Elephant",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-18.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Mod Velvet, Narwhal",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-40.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Mod Velvet, Greige",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-16.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Mod Velvet, Blush",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-175.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Mod Velvet, Sapphire",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-25.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Mod Velvet, Quartz",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.AK-618-12.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Pebble Weave, Dove",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-21.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Pebble Weave, Linen",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-1.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Pebble Weave, Zinc",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-22.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Pebble Weave, Storm",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-204.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Pebble Weave, Basin",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-312.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Pebble Weave, Cocoa",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3335-307.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Heavy Cloth, Ore",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-216A.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Heavy Cloth, Coffee",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-69.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Heavy Cloth, Panther",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-4.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Heavy Cloth, Natural",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-99.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Heavy Cloth, Slate",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-93.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Heavy Cloth, Midnight Blue",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-19.Leg008-3,
"Sloan Sectional Sofa 100"" Left Chaise with Brass Legs, Heavy Cloth, Ivory",SLON.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-100.NT-3385-1.Leg008-3,
